id,keyword,paragraph
93,율무,"외국어 표기 : Adlay(영어). 분류 : 곡류. 원산지 : 동남 아시아. 주요 생산지 : -경기 연천-강원 영월-충북 제천. 특징 : 과거에는 구황작물의 일부로 사용되었으나, 약리성이 있고 과다 복용 시 부작용이 있어 현대에 와서는 주식보다 약재나 차로 많이 사용되고 있다.. 효능 및 영양성분 : 비타민 B1, B2, 철분 등이 많이 함유되어 있어 신진대사를 돕는 작용을 하며, 지방이 축적되는 것을 예방해 다이어트에도 효과가 있다. 또한 루테인이 풍부하여 눈 건강 유지에 도움을 주고, 류신과 알라닌, 글루탐산, 프롤린 등의 아미노산도 풍부하게 함유되어있다.. 열량 : 100g당 377 kcal (도정곡, 생것), 393kcal (율무차, 가루). 음식궁합 : 근육을 만드는 단백질 성분이 많아 콩과 함께 섭취하면 근육형성에 도움이된다. 비타민이 많아 단백질 체내 이용을 도와준다.. 활용 : 알곡 형태로 밥에 넣어 먹거나 가루로 만들어 다양한 형태로 활용할 수 있으며, 차로 마시기도 한다.. 고르는 법 : 껍질을 완전히 제거해 낱알이 튼실하며 골의 폭이 좁은 것을 고른다.  냄새를 맡았을 때는 율무 고유의 향미가 나고, 이물질의 혼합이나 다른 냄새가 없어야 한다.. 손질법 : 율무는 도정과정에서 이물질들이 많이 들어갈 수 있기 때문에 흐르는 물에 여러 번 문질러 깨끗이 씻어 사용해야 한다.. 보관법 : 율무는 습기를 빨아들이는 성질이 강하기 때문에, 공기가 통하지 않도록 비닐 팩에 밀봉하여 냉동 보관하는 것이 좋다.. 먹는 법 : 율무로 밥을 지을 때는 쌀보다 2배 이상 충분히 불려야 설익지 않고 부드럽다. 차로 마실 때는 팬에 노랗게 될 때까지 볶아 준 다음 물을 부어 우려낸다.. "
94,대두,"외국어 표기 : Soybean(영어). 분류 : 두류. 원산지 : 동북아시아. 주요 생산지 : -경북 안동-충북 충주, 제천-전남 영암, 무안 등. 특징 : 대두는 콩과 식물의 종자로 콩이라고 통칭되기도 한다. ‘밭의 고기’라고 불리며 쌀에 부족한 단백질과 지방의 공급원 역할을 해왔다.. 효능 및 영양성분 : 육류와 비교해도 뒤지지 않는 양질의 단백질이 많고, 이소플라본 성분이 칼슘 흡수를 도와 골다공증 예방에 도움을 주며 사포닌 성분이 항산화 작용을 한다.. 열량 : 100g당 391kcal (생것). 음식궁합 : 콩의 사포닌은 체내 요오드 성분을 배출시키는 경향이 있어 다시마, 미역 등과 함께 조리하여 섭취하면 영양상 보완이 된다.. 활용 : 밥에 넣어먹거나 간장, 된장 등의 원료로 이용되고 두부, 콩나물과 같은 필수 식품의 원천이다.. 고르는 법 : 노랗고 윤기가 많이 나며 타원형인 것, 껍질이 얇고 낱알의 굵기가 전반적으로 고른 것이 좋다.. 손질법 : 깨끗이 씻어 콩을 충분히 불린 뒤 사용한다. 급하게 불려야 할 경우 따뜻한 물에 불려주면 시간을 조금 단축할 수 있다.. 보관법 : 적정 보관 온도는 18~22℃로, 통풍이 잘되고 서늘한 상온에 보관한다.. 먹는 법 : 밥을 지을 때 쌀과 함께 넣어먹거나, 불린 콩으로 두유, 콩국수 국물 등을 만들어 먹는다.. "
95,검은콩,"외국어 표기 : Black beans(영어). 분류 : 두류. 주요 생산지 : -강원 고성, 양구-충북 제천-충남 태안 등. 어원/유래 : 흑태, 서리태, 서목태 등과 같이 검은빛을 띠는 콩을 통칭한다.. 특징 : 대표적인 블랙푸드로 양질의 단백질, 지방과 안토시아닌, 이소플라본이 풍부하게 함유되어있는 건강식품이다.. 종류(구분, 품종) : 흑태, 서리태, 서목태 등. 효능 및 영양성분 : 안토시아닌과 이소플라본 성분이 다량 함유되어 있어 혈액순환을 개선하고 노화 방지 효과가 있다. 혈중 콜레스테롤 농도를 낮춰주고 건강한 모발을 유지하는 데 도움을 준다.. 열량 : 100g당 414kcal (서리태, 마른 것), 421kcal (흑태, 마른 것). 음식궁합 : 식초가 콩에 풍부한 단백질의 소화 흡수를 도와주며 체내 세균 억제 작용을한다.. 활용 : 검은콩은 밥에 넣어 먹기도 하고, 간장에 조려 콩자반을 만들어 먹거나 콩떡 등에 활용한다.. 고르는 법 : 껍질이 균일하게 검은색을 띠고 윤기가 나는 것이 좋다. 낱알의 굵기가 고르고 이물질이 없는지 확인한다.. 손질법 : 깨끗이 씻어 5~10시간 정도 충분히 불려 사용한다.. 보관법 : 생수병에 넣어 서늘한 곳에 보관하면 벌레도 생기지 않고 오랫동안 보관할 수 있다.. "
96,보리,"외국어 : Barley(영어). 분류 : 곡류. 주요 생산지 : -전북 김제, 군산, 부안, 고창-경남 밀양, 함안-전남 해남, 보성, 강진-제주 등. 유사재료 : 쌀. 특징 : 세계 5대 식량 작물에 속하는 보리는 ‘보릿고개’라는 말이 있을 정도로 부족하던 쌀을 대신해 춘궁기에 서민의 주린 배를 채워주던 곡식이었다.. 종류(구분, 품종) : 쌀보리, 겉보리, 늘보리, 찰보리. 효능 및 영양성분 : 비타민 B1, B2, 나이아신, 엽산, 칼슘, 철분 등이 쌀에 비해 많이 함유되어 있으며 각기병이나 빈혈을 예방하고, 콜레스테롤 수치를 낮춰주는 효능이 있다.. 열량 : 100g당 347kcal (쌀보리, 도정곡, 생것), 353kcal (찰보리, 도정곡, 생것). 음식궁합 : 무와 콩을 함께 섭취하면 좋다. 무의 '디아스타제' 성분이 보리의 차가운성분을 보완해주어 소화를 돕고 체하거나 탈이나는것을 방지해준다. 보리밥에 무나물이나 청국장, 콩나물을 곁들이면 부족한 영양성분을 채우고 소화에도 좋다.. 활용 : 밥, 빵, 떡, 보리차, 고추장, 엿기름 등 다양하게 활용되며 맥주용, 사료용 등으로도 사용된다.. 고르는 법 : 담황색을 띠며 투명하고, 낱알이 통통하며 둥글면서 크기가 고른 것이 좋다.. 손질법 : 흐르는 물에 깨끗이 씻어 하룻밤을 불린 다음 사용한다.. 보관법 : 밀봉하여 직사광선을 피해 서늘한 곳에 보관하거나 냉장 보관해주는 것이 좋다.. "
97,강낭콩,"외국어 표기 : Kidney bean(영어). 분류 : 두류. 원산지 : 중남미. 주요 생산지 : -충북 괴산, 청원-충남 논산, 금산, 홍성-전남 나주-경북 예천, 제천. 특징 : 서늘한 기후에도 잘 자라고 생육 기간이 비교적 짧다. 붉은빛을 띠며 원통형에 조금 납작한 것이 특징이다.. 효능 및 영양성분 : 비타민 B 복합체가 다량 함유되어있어 면역력을 높여주며, 필수아미노산이 풍부해 성장기 어린이에게 좋다.. 열량 : 100g당 169kcal (생것), 156kcal(삶은 것), 354kcal (마른 것). 음식궁합 : 늙은 호박의 비타민A의 모체 베타카로티니가 많아 강낭콩의 단백질 글로블린과 함께 섭취하면 좋다. 또한 달래, 양파, 당근과 함께 섭취해도 좋다.. 활용 : 밥에 넣어 먹거나 떡, 빵, 과자의 속에 넣기도 하고, 서양 요리에서는 샐러드의 부재료로 사용된다.. 고르는 법 : 콩알이 윤기가 있고 모양이 일정하며, 선명한 적색이나 적갈색을 띠는 것을 고른다. 배꼽이 약간 튀어나와 있으면서, 배꼽 속에 흰 타원형 반점이 뚜렷한 것이 좋다.. 손질법 : 깨끗이 씻어 충분히 불린 뒤 사용한다.. 보관법 : 통풍이 잘 되는 서늘한 상온에 보관한다.. 먹는 법 : 강낭콩에는 렉틴과 트립신 억제제라는 독성물질이 들어있어, 반드시 익혀 먹어야 한다.. "
98,아마란스,"외국어 표기 : Amaranth(영어). 분류 : 곡류. 주요 생산지 : -국내산 : 강원 평창/원주/영월/정선 등-수입산 : 페루, 볼리비아 등 남아메리카. 어원/유래 : 고대 그리스어로 ‘영원히 시들지 않는 꽃’이라는 뜻. 특징 : 다른 곡류에 비해 단백질 함량이 높고, 리신 등의 필수 아미노산을 함유하고 있어 영양적 가치가 높다.. 영양성분 : 다른 곡류에 비해 탄수화물과 나트륨의 함량은 적고 단백질은 쌀의 2배 이상을 함유하고 있으며 필수아미노산과 칼슘, 칼륨 등의 무기질과 식이섬유도 풍부하다.. 열량 : 100g당 371kcal(생것), 102kcal(익힌 것). 음식궁합 : 밥을 할 때 넣어주면 부족한 단백질을 보충해주며, 섬유질 함량이 많아 샐러드에 넣어 섭취하면 장건강에 도움된다. 꿀에 버무려 강정으로 만들어 먹어도 좋다.. 활용 : 쌀이나 다른 곡류와 섞어 밥을 짓거나 샐러드 토핑, 수프를 만들어 먹는다. 아마란스 잎은 샐러드나 고기·생선 요리에 곁들여 먹기도 한다.. 고르는 법 : 용도에 맞게 씨앗, 생잎, 건 잎, 가루를 구매한다.. 손질법 : 흐르는 물에 여러 번 씻어서 사용하는데, 크기가 매우 작기 때문에 물에 흘려 내려가지 않도록 고운체를 사용하여 씻어주는 것이 좋다.. 보관법 : 직사광선을 피하고 통풍이 잘 되며 온도와 습도가 낮은 서늘한 곳에 밀폐하여 보관한다.. 먹는 법 : 반드시 익혀 먹어야 하며, 쌀과 함께 넣어 밥을 하거나 15분 정도 삶아 샐러드로 먹기도 하고, 중불에서 3~5분간 볶아 요거트 토핑, 시리얼 등으로 먹는다.. "
99,귀리,"외국어 표기 : Oat(영어). 분류 : 곡류. 원산지 : 중앙아시아. 주요 생산지 : - 수입 : 러시아, 캐나다, 호주, 폴란드, 핀란드 등- 국내 : 전남 강진, 전북 정읍 등. 유사재료 : 보리. 특징 : 거친 식감이 특징이며 타임지에서 귀리를 10대 슈퍼 푸드로 선정하면서 주목하기 시작해 국내 소비와 생산량이 증가하고 있다.. 종류(구분, 품종) : 쌀귀리, 오트밀(귀리를 볶아 납작하게 만든 가공품). 영양성분 : 단백질은 쌀의 2배 정도이며, 라이신 등의 필수 아미노산과 칼슘이 풍부하게 함유되어있어 어린이들의 성장발육에도 도움을 준다.. 열량 : 100g당 371kcal (쌀귀리, 생것), 382kcal (오트밀, 가공). 음식궁합 : 칼로리가 낮아 채소주스와 함께 섭취하면 효과가 좋다. 불려 밥을 할 때 넣어주면 성인병예방, 성장기 어린이 발육촉진에 좋다.. 활용 : 밥에 넣어 먹거나 빵, 오트밀, 시리얼, 과자 등을 만드는데 이용된다.. 고르는 법 : 국산 귀리를 고를 때는 전체적으로 모양이 길쭉하고 통통한 것이 좋으며, 이물질이 섞여 있지 않은지 확인하고 잘 건조된 것을 구매한다.. 손질법 : 흐르는 물에 여러 번 저어가며 깨끗이 씻어 사용한다.. 보관법 : 밀폐 용기에 넣어 통풍이 잘 되는 서늘한 곳에 보관한다.. 먹는 법 : 쌀이나 현미와 함께 밥을 지어 먹고, 오트밀은 뜨거운 물이나 우유와 섞어 먹는다.. "
100,숙주나물,"외국어 표기 : bean sprout(영어). 분류 : 채소 > 새싹채소류. 주요 생산지 : 전국. 유사재료 : 콩나물, 땅콩나물. 특징 : 숙주는 녹두의 싹을 틔워 기른 것으로 콩나물보다 얇은 줄기를 가지고 있으며 , 머리 부분이 잎으로 갈라져 있다.. 효능 : 숙주나물은 수분이 96% 로 구성되어 있으며 , 섬유소가 풍부하고 열량이 낮아 다이어트 식품으로 좋다 . 활성산소를 제거해주는 플라보노이드와 비텍신 성분이 포함되어 있어 세포 노화를 예방해 피부미용에도 좋고 성인병을 예방할 수 있다.. 열량 : 100g당 11kcal. 음식궁합 : 소고기와 함께 볶아 먹으면 소고기의 단백질과 숙주나물의 비타민, 무기질이 영양상 균형을 맞춘다.. 활용 : 각종 볶음 요리와 나물, 전 등에 활용하면 좋다.. 고르는 법 : 뿌리가 단단하고 수분기가 있으며, 잔뿌리가 없는 것이 좋은 것이다. 푸른 싹이 난 것은 생육 기간 햇빛을 받았거나 웃자란 것으로 좋지 않다.. 손질법 : 깨끗한 물을 용기에 받은 후 숙주나물을 넣어 헹궈주고 떨어져 나간 숙주 머리 껍질과 속이 빈 줄기, 잔뿌리를 제거해준다.. 보관법 : 물에 담가 냉장 보관하면 싱싱한 상태를 보다 오래 유지할 수 있다. 보관일은 3일 정도 되고, 보관온도는 1~5℃가 적당하다.. "
101,멜론,"학명 : Cucumis melo L.. 영명 : melon. 원산지 : 아프리카, 중동, 인도, 중국. 분포지 : 유럽, 미국, 일본, 중국. 정의 : 쌍떡잎식물 박목 박과의 덩굴성 한해살이 식물. 기원 : - 우리나라에 멜론이 처음 소개된 것은 1954년 동래의 중앙원예기술원에서 도입품종의 비교시험을 한 것이 시초임- 원산지 : 아프리카 적도 동쪽인 사하라 남쪽 지방을 1차 원산지로 추정함- 이란, 터키 등의 중동 지역과 인도, 중국 등을 2차 중심지역으로 보고 있음- 기원전 2000년경 고대 이집트와 그리스에서 재배되었음- 유럽계 멜론은 형태가 다양하게 되어 있고 주산지가 고온 건조한 지역에 분포하고 있음. 형태 및 모양 : - 멜론은 잎은 어긋나고 자루가 길며 3~7개로 갈라진 손바닥 모양이고 덩굴손이 잎과 마주남- 꽃은 잡성 1가화이고 수꽃, 암꽃 및 양성화가 있으며 전체에 거센 털이 있음- 꽃잎이 5장인 통상화이나 간혹 꽃잎이 4장인 경우도 있음- 줄기는 온도가 높으면 마디가 길어지고, 낮으면 짧아지면서 대신 굵어 짐- 잎은 어린 시기에 각이 없는 5각형 형태의 둥근 잎이 되지만, 착과기 이후가 되면 영양 상태에 따라 잎의 크기와 형태가 달라지는 경우가 많음- 열매는 둥글며 참외와 비슷하게 생겼으며, 흰색·담녹색·황등색을 띔- 생식하거나 아이스크림, 주스 등으로 만들어 먹으며 과육은 당도가 매우 높음. 재배정보 : - 건조한 기후를 좋아하며 생육에 알맞은 기온은 낮 28~30℃, 밤 18~20℃임- 토양에 대한 적응성은 넓은 편인데, 모래가 많은 토양에서는 생육속도가 빨라서 덩굴이 일찍 노쇠하고 병해도 빨리 발생하는 반면, 진흙이 많이 있는 토양에서는 생육속도가 느리지만 병해가 적음- 멜론은 땅에 수분이 많지 않아야 하는데, 수분이 많으면 잎과 줄기만 크고 과실은 제대로 크지못 하면서 당도가 떨어지기 쉬움- 생육초기에는 땅표면이 약간 마를 정도로 건조하게 관리하여 뿌리 뻗음을 좋게 함- 열매를 맺기 시작하여 과실이 커가는 동안에는 충분히 관수하여 과실을 키우고, 일단 다 자란 과 실은 수확하기 전까지 다시 물주기를 줄여서 당도를 높임- 과피색의 변화가 없어 외관으로 수확기를 판단하기 어렵기 때문에 보통 암꽃에 꽃가루를 묻혀준 날을 기록하였다가 네트멜론은 55~60일, 무네트멜론은 40~50일 정도 후에 수확함- 1년생 덩굴성 초본(草本)으로 네트형 멜론(온실 멜론)과 참외형 멜론(노지 멜론)이 있음- 저온에는 매우 약한 고온성 작물로 밤 기온이 16℃ 이하에서는 상품 생산이 곤란함- 비가 많이 오는 지역에서는 병해 발생이 많고, 습도가 높으면 당도 및 향이 떨어짐. "
102,퀴노아,"외국어 표기 : quinoa(영어). 분류 : 곡류. 원산지 : 남아메리카. 주요 생산지 : - 수입 : 페루 / 볼리비아- 국내 : 강원도 홍천. 유사재료 : 수수, 조. 어원 / 유래 : 잉카언어로 '곡물의 어머니'라는 뜻. 특징 : 쌀 보다 작은 좁쌀 크기의 원형 모양에 흰색, 붉은색, 갈색, 검은색 등 다양한 색상이 있다.. 종류(구분, 품종) : 화이트 퀴노아, 레드 퀴노아, 블랙 퀴노아 등. 영양성분 : 다른 곡물에 비해 양질의 단백질이 풍부하게 함유되어 있는 퀴노아는 특히 어린이와 성인에게 모두 필요한 필수아미노산 8종이 골고루 들어있다.. 열량 : 100g 당 368kcal(생것), 120kcal(익힌 것). 음식궁합 : 밥을 할 때 함께 넣어주면 쌀에 부족한 단백질과 같은 영양소를 보충해 줘 영양적으로 보완이 된다.. 활용 : 밥이나 샐러드에 넣어 먹거나, 빵, 쿠키 등을 만들 수도 있다.. 고르는 법 : 용도에 맞게 구매하는데 화이트 퀴노아는 밥을 할 때 넣는 용도로,  레드 퀴노아는 샐러드 등에 사용하면 좋다.. 손질법 : 차가운 물로 거품이 나오지 않을 때까지 씻어 준 뒤 사용한다.. 보관법 : 습기 없이 밀폐된 용기에 담아 서늘한 곳에 보관한다.. 먹는 법 : 따로 불리지 않고 밥을 할 때 쌀과 함께 넣어주고, 샐러드 등에는 끓는 물에 10분간 익혀낸 뒤 사용한다.. "
