이름,id,대분류,소분류,재료,건강정보,조회수,link
베이컨 떡꼬치 구이,1990996,48164,48202,"['고추장', '베이컨', '식용유', '떡볶이떡', '올리고당', '간장', '참기름', '맛술', '마늘', '토마토케첩']","['항암', '고혈압', '관절염']","54,562",/entry.nhn?docId=1990996&cid=48164&categoryId=48202
닭 꼬치구이,1991973,48164,48202,"['양념간장', '닭밑간', '후춧가루', '달걀', '닭', '맛국물', '설탕', '굵은파', '물엿', '생강즙', '소금', '붉은고추', '청주', '간장']",[],"51,482",/entry.nhn?docId=1991973&cid=48164&categoryId=48202
캠핑 돼지갈비훈제,1991915,48164,48202,"['등갈비', '호박', '피망', '감자', '바비큐럽']","['고혈압', '관절염']","42,231",/entry.nhn?docId=1991915&cid=48164&categoryId=48202
임연수구이,1990353,48164,48202,"['콩기름', '임연수어', '소금']",[],"39,862",/entry.nhn?docId=1990353&cid=48164&categoryId=48202
고등어구이,1991578,48164,48202,"['고등어', '소금', '식초']",['항암'],"21,456",/entry.nhn?docId=1991578&cid=48164&categoryId=48202
구운 마늘 베이컨꼬치구이,1992759,48164,48202,"['식용유', '베이컨', '마늘']","['항암', '고혈압', '관절염']","13,366",/entry.nhn?docId=1992759&cid=48164&categoryId=48202
너비아니,5682946,48164,48202,"['후춧가루', '양념장간장', '설탕', '또는', '잣가루', '양념배', '참기름', '다진마늘', '배즙', '다진파', '청주', '깨소금']",[],"1,754",/entry.nhn?docId=5682946&cid=48164&categoryId=48202
타코야키,1988212,48164,48202,"['실파', '물', '타코야키소스', '달걀', '식용유', '양배추', '타코야키분말', '마요네즈', '가쓰오부시', '시판용돈가스소스와비슷하므로대체하여도', '시판용돈가스소스', '문어']",['항암'],"95,310",/entry.nhn?docId=1988212&cid=48164&categoryId=48202
도루묵구이,1992777,48164,48202,"['소금', '반건조도루묵']",[],"68,260",/entry.nhn?docId=1992777&cid=48164&categoryId=48202
가지양념구이,1992534,48164,48202,"['실파', '고추장', '양념장', '물엿', '생강즙', '간장', '고춧가루', '작은가지']",[],"45,985",/entry.nhn?docId=1992534&cid=48164&categoryId=48202
핫윙,1991123,48164,48202,"['고추장', '후춧가루', '식용유', '버터', '화이트와인', '케첩', '밀가루', '물엿', '소금', '닭날개', '핫소스', '간장']",[],"39,101",/entry.nhn?docId=1991123&cid=48164&categoryId=48202
돼지고기된장구이,1990103,48164,48202,"['된장', '깨소금', '부추', '쪽파', '고기양념', '조청', '설탕', '생강즙', '달래', '참기름', '다진마늘', '돼지고기', '청주', '간장']",['항암'],"25,478",/entry.nhn?docId=1990103&cid=48164&categoryId=48202
양파 두부치즈구이,1992794,48164,48202,"['토마토소스', '식용유', '모차렐라', '파슬리', '소금', '양파', '두부']","['고혈압', '관절염']","9,829",/entry.nhn?docId=1992794&cid=48164&categoryId=48202
왕새우구이,740995,48164,48202,"['계란', '왕새우']",[],"8,025",/entry.nhn?docId=740995&cid=48164&categoryId=48202
양고기 꼬치구이,5667983,48164,48202,"['고추기름', '후춧가루', '식용유', '들깻가루', '생강즙', '통깨', '굵은고춧가루', '즈란', '소금', '참기름', '고운고춧가루', '청주', '쇠비계']",[],"6,470",/entry.nhn?docId=5667983&cid=48164&categoryId=48202
우엉편인삼구이,1989143,48164,48202,"['실파', '고추장', '구이양념장', '꿀', '우엉', '썬', '물엿', '통깨', '식초', '마늘즙', '기름장', '소금', '참기름', '간장', '맛술', '인삼']",['항암'],"2,791",/entry.nhn?docId=1989143&cid=48164&categoryId=48202
홍어구이  말린 홍어편에 양념장을 발라 구운,5668086,48164,48202,"['다진마늘', '대파', '미나리', '생강즙', '참기름', '홍어', '고춧가루', '다진파', '간장']",['고혈압'],"1,138",/entry.nhn?docId=5668086&cid=48164&categoryId=48202
닭마늘구이,1990078,48164,48202,"['조림장', '후춧가루', '사과간것', '닭다리', '녹말', '식용유', '밑간양념', '설탕', '깻잎', '통깨', '사과', '소금', '다진마늘', '청주', '간장', '양상추']","['항암', '당뇨']","34,415",/entry.nhn?docId=1990078&cid=48164&categoryId=48202
전어구이,1988817,48164,48202,"['전어', '굵은소금']",[],"29,622",/entry.nhn?docId=1988817&cid=48164&categoryId=48202
저온에서 구운 연어구이,1991976,48164,48202,"['연어', '야채소스', '후춧가루', '대파', '연어밑간', '빨강피망', '백포도주', '식초', '피망', '통후추', '레몬즙', '소금', '양파', '산촛가루']","['항암', '고혈압', '관절염']","19,786",/entry.nhn?docId=1991976&cid=48164&categoryId=48202
감자 그라탱,1992821,48164,48202,"['우유', '버터', '브로콜리', '소금', '슬라이스치즈', '피자', '감자', '흰']","['항암', '고혈압', '관절염']","11,780",/entry.nhn?docId=1992821&cid=48164&categoryId=48202
달래생채와 와인소스 돼지구이,1990931,48164,48202,"['후춧가루', '달래생채양념', '조청', '설탕', '마늘', '와인', '통깨', '식초', '고춧가루', '돼지갈비양념', '달래', '참기름', '홍고추', '양파', '돼지고기', '간장', '레드와인']","['항암', '고혈압', '관절염']","4,245",/entry.nhn?docId=1990931&cid=48164&categoryId=48202
달걀말이구이,1989940,48164,48202,"['건다시마', '백설탕', '진간장', '소금정제염', '달걀', '식용유', '청차조기잎', '가다랑어포', '맛술', '무']",[],"92,859",/entry.nhn?docId=1989940&cid=48164&categoryId=48202
캠핑 닭다리훈제,1991916,48164,48202,"['바비큐럽', '감자', '피망', '닭다리']","['고혈압', '관절염']","49,901",/entry.nhn?docId=1991916&cid=48164&categoryId=48202
갈치 카레구이,1992675,48164,48202,"['갈치', '식용유', '카레가루', '녹말가루']",[],"37,197",/entry.nhn?docId=1992675&cid=48164&categoryId=48202
오징어불고기,1988376,48164,48202,"['고추장', '느타리버섯', '대파', '양념', '설탕', '물엿', '생강', '고춧가루', '간장', '참기름', '풋고추', '양파', '오징어']",['고혈압'],"34,586",/entry.nhn?docId=1988376&cid=48164&categoryId=48202
청어구이,956050,48164,48202,"['대파', '청어', '굵은소금']",['항암'],"27,324",/entry.nhn?docId=956050&cid=48164&categoryId=48202
갈치양념구이,1989547,48164,48202,"['물', '깨소금', '후춧가루', '구이양념장', '갈치', '생강', '소금', '참기름', '홍고추', '맛술', '마늘', '간장', '청고추']","['항암', '고혈압', '관절염']","15,138",/entry.nhn?docId=1989547&cid=48164&categoryId=48202
된장소스 닭구이,1991268,48164,48202,"['된장', '물', '닭다리살', '후춧가루', '된장소스', '당근', '식용유', '양배추', '청양고추', '설탕', '식초', '맛술', '소금', '홍고추', '양파', '마늘']","['항암', '고혈압', '관절염']","14,593",/entry.nhn?docId=1991268&cid=48164&categoryId=48202
쇠고기 베이컨꼬치,1991369,48164,48202,"['고추장', '베이컨', '청주', '후춧가루', '다진양파', '식용유', '떡볶이떡', '설탕', '물엿', '소금', '참기름', '청피망', '홍피망', '쇠고기', '대파흰부분', '토마토케첩']",[],"11,619",/entry.nhn?docId=1991369&cid=48164&categoryId=48202
닭 야채 꼬치구이,1991145,48164,48202,"['고추장', '후춧가루', '닭가슴살', '대파', '식용유', '설탕', '마늘', '물엿', '파프리카', '노랑각각', '소금', '참기름', '고춧가루', '청주', '간장']","['항암', '고혈압', '관절염']","10,380",/entry.nhn?docId=1991145&cid=48164&categoryId=48202
석화 마늘 오븐구이,1992280,48164,48202,"['식용유', '플레인요구르트', '마늘', '소스', '파슬리', '소금', '참기름', '석화']","['항암', '고혈압', '관절염']","9,509",/entry.nhn?docId=1992280&cid=48164&categoryId=48202
조기양념구이,3390152,48164,48202,"['고추장', '후춧가루', '식용유', '양념장간장', '설탕', '생강즙', '유장간장', '소금', '참기름', '다진마늘', '조기', '다진파', '깨소금']",[],"8,497",/entry.nhn?docId=3390152&cid=48164&categoryId=48202
오징어알구이,1992093,48164,48202,"['꼬치', '달걀노른자', '오징어알', '파슬리', '소금', '참기름', '송송썬가는', '청주']",[],"5,912",/entry.nhn?docId=1992093&cid=48164&categoryId=48202
캠핑 앞다리살훈제,1991917,48164,48202,"['후추', '호박', '피망', '파슬리', '굵은소금', '감자', '앞다리살']","['고혈압', '관절염']","41,803",/entry.nhn?docId=1991917&cid=48164&categoryId=48202
소시지를 이용한 독일식 소시지 구이,1992209,48164,48202,"['올리브오일', '숯불구이프랑크소시지', '후춧가루', '당근', '버터', '양배추', '브로콜리', '소금', '바질', '양겨자']","['항암', '고혈압', '관절염']","18,038",/entry.nhn?docId=1992209&cid=48164&categoryId=48202
쇠고기간장양념구이,1989939,48164,48202,"['건다시마', '데리야키', '쇠고기등심', '후춧가루', '식용유', '산초가루', '설탕', '생강', '잎상추', '다시물', '청주', '간장']",[],"15,220",/entry.nhn?docId=1989939&cid=48164&categoryId=48202
유곽,955997,48164,48202,"['고추장', '깨소금', '후춧가루', '청양고추', '미나리', '깻잎', '밀가루', '생강', '참기름', '다진마늘', '홍고추', '다진파', '청주', '쇠고기', '조갯살']","['항암', '고혈압']","11,264",/entry.nhn?docId=955997&cid=48164&categoryId=48202
대하단호박구이,1989596,48164,48202,"['올리브오일', '대하', '생강즙', '파슬리', '소금', '통마늘', '단호박', '흰']",['항암'],"7,747",/entry.nhn?docId=1989596&cid=48164&categoryId=48202
자리구이,956014,48164,48202,"['왕소금', '자리']",[],"5,075",/entry.nhn?docId=956014&cid=48164&categoryId=48202
닭갈비,5678134,48164,48202,"['닭다리', '대파', '당근', '식용유', '떡볶이떡', '고구마', '양파', '양배추잎', '마늘']","['항암', '고혈압', '관절염']","1,740",/entry.nhn?docId=5678134&cid=48164&categoryId=48202
불고기,5685358,48164,48202,"['실파', '배즙', '후춧가루', '식용유', '양념장간장', '설탕', '표고버섯', '양념배', '참기름', '다진마늘', '양파', '다진파', '청주', '깨소금']","['항암', '고혈압']",975,/entry.nhn?docId=5685358&cid=48164&categoryId=48202
순안불고기,5667859,48164,48202,['소등심'],[],746,/entry.nhn?docId=5667859&cid=48164&categoryId=48202
장어구이,1991580,48164,48202,"['물', '고추장', '다진생강', '장어', '물엿', '국간장', '참기름', '다진마늘', '정종']",[],"97,757",/entry.nhn?docId=1991580&cid=48164&categoryId=48202
매실떡갈비,1990116,48164,48202,"['떡볶이용', '다진마늘', '식용유', '양념장', '매실장아찌', '설탕', '또는', '밀가루', '간장', '참기름', '소금', '깨소금', '다진파', '쇠고기', '두부']",['관절염'],"36,070",/entry.nhn?docId=1990116&cid=48164&categoryId=48202
장어구이,1990523,48164,48202,"['실파', '물', '고추장', '청주', '꿀', '장어', '설탕', '파', '생강', '물엿', '통후추', '참기름', '홍고추', '마늘', '간장']","['항암', '고혈압', '관절염']","34,958",/entry.nhn?docId=1990523&cid=48164&categoryId=48202
고등어 된장구이,1991198,48164,48202,"['된장', '후춧가루', '식용유', '생강즙', '고등어살', '소금', '다진마늘', '다진파', '청주', '다시마물']",[],"29,150",/entry.nhn?docId=1991198&cid=48164&categoryId=48202
삼겹살구이,1992454,48164,48202,"['올리브오일', '후춧가루', '새송이버섯', '대파', '김치', '기름장', '표고버섯', '소금', '참기름', '양파', '삼겹살']","['항암', '고혈압']","26,102",/entry.nhn?docId=1992454&cid=48164&categoryId=48202
쇠고기 찹쌀구이와 콩가루 소스,1992913,48164,48202,"['후춧가루', '설탕', '깻잎', '참기름', '다진마늘', '간장', '물', '청주', '쇠고기', '콩가루', '찹쌀가루', '쇠고기양념', '다진파', '꿀', '식초', '소금', '레몬즙', '볶은콩가루', '콩가루소스']",['항암'],"20,530",/entry.nhn?docId=1992913&cid=48164&categoryId=48202
브루스케타,731564,48164,48202,"['가는', '마늘', '올리브유']","['항암', '고혈압', '관절염']","17,659",/entry.nhn?docId=731564&cid=48164&categoryId=48202
삼치구이와 채소,1992892,48164,48202,"['올리브오일', '삼치밑간', '레몬즙', '후춧가루', '맛국물', '설탕', '간장소스', '식초', '맛술', '소금', '간장', '삼치', '청주', '양파', '베이비']","['항암', '고혈압']","15,203",/entry.nhn?docId=1992892&cid=48164&categoryId=48202
꽁치구이,1989994,48164,48202,"['콩기름', '소금', '꽁치']",['항암'],"13,770",/entry.nhn?docId=1989994&cid=48164&categoryId=48202
숯불구이주꾸미,1989587,48164,48202,"['양송이버섯', '고추장', '후춧가루', '대파', '매운양념장', '마늘', '물엿', '생강', '통깨', '소금', '참기름', '고춧가루', '청주', '주꾸미']","['항암', '고혈압', '관절염']","13,461",/entry.nhn?docId=1989587&cid=48164&categoryId=48202
당근 쇠고기 말이,1992461,48164,48202,"['당근초절임', '후춧가루', '무순', '당근', '식용유', '설탕', '썬', '깻잎', '밀가루', '식초', '소금', '쇠고기']","['항암', '고혈압']","13,056",/entry.nhn?docId=1992461&cid=48164&categoryId=48202
주꾸미구이,1992339,48164,48202,"['고추장', '대파', '고추장양념', '설탕', '물엿', '소금', '참기름', '다진마늘', '토마토케첩', '주꾸미']",[],"10,275",/entry.nhn?docId=1992339&cid=48164&categoryId=48202
너비아니,3390241,48164,48202,"['식용유', '잣가루', '소고기']",[],"6,905",/entry.nhn?docId=3390241&cid=48164&categoryId=48202
갈비구이,3390240,48164,48202,"['양송이버섯', '소갈비', '식용유', '잣가루', '피망', '소금', '아스파라거스', '마늘']","['항암', '고혈압', '관절염']","5,970",/entry.nhn?docId=3390240&cid=48164&categoryId=48202
삼겹살총각김치말이조림,1989483,48164,48202,"['실파', '굴소스', '청주', '후춧가루', '조림양념장', '사과즙', '썬', '참기름', '물엿', '통깨', '소금', '총각김치', '맛술', '삼겹살', '마늘', '간장']","['항암', '고혈압', '관절염']","4,848",/entry.nhn?docId=1989483&cid=48164&categoryId=48202
베이컨대파잎꼬치구이,1989170,48164,48202,"['베이컨', '꿀', '다시마', '꿀생강간장소스', '생강', '대파잎', '소금', '간장', '나무꼬치']",['관절염'],"4,076",/entry.nhn?docId=1989170&cid=48164&categoryId=48202
완자전,1990350,48164,48202,"['콩기름', '달걀', '당근', '마늘', '밀가루', '후추', '소금', '돼지고기', '양파', '파', '두부']","['항암', '고혈압', '관절염']","4,007",/entry.nhn?docId=1990350&cid=48164&categoryId=48202
불고기산적,1989439,48164,48202,"['청주', '산적양념장', '후춧가루', '꼬치', '설탕', '마늘', '간장', '참기름', '깨소금', '양파즙', '쇠고기']","['항암', '고혈압', '관절염']","3,729",/entry.nhn?docId=1989439&cid=48164&categoryId=48202
